time,acc_x,acc_y,acc_z,mag_x,mag_y,mag_z,gyr_x,gyr_y,gyr_z,ori_x,ori_y,ori_z,q,p1,p2,p3,A0,A1,A2
1588870586.8739364,3.25,-1.89,9.06,-0.012222222222222223,0.4955555555555556,-0.73,-0.125,0.0,0.0625,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,24.108828042763367,34.23291589006934,14.050310380151236
1588870586.8809927,3.25,-1.88,8.96,-0.012222222222222223,0.4955555555555556,-0.73,-0.0625,-0.0625,-0.0625,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,24.108828042763367,34.23291589006934,14.050310380151236
1588870586.892808,3.26,-1.88,9.01,-0.012222222222222223,0.4955555555555556,-0.73,-0.25,-0.125,0.1875,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,26.74960623211152,42.05642569698551,13.50508116343092
1588870586.9026492,3.24,-1.89,9.09,-0.012222222222222223,0.4955555555555556,-0.73,-0.0625,-0.25,0.0,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,26.74960623211152,42.05642569698551,13.50508116343092
1588870586.9106214,3.25,-1.85,9.08,-0.03888888888888889,0.48333333333333334,-0.7022222222222222,-0.125,-0.125,-0.0625,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,26.182079594489586,42.05642569698551,13.50508116343092
1588870586.9195487,3.24,-1.89,9.1,-0.03888888888888889,0.48333333333333334,-0.7022222222222222,-0.1875,0.0625,-0.0625,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,26.182079594489586,35.19957578512191,14.010323114733103
1588870586.932557,3.24,-1.87,8.95,-0.03888888888888889,0.48333333333333334,-0.7022222222222222,-0.1875,-0.0625,0.0,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,27.340573595297826,42.40506381044018,13.18943772415091
1588870586.9389653,3.24,-1.9,9.03,-0.03888888888888889,0.48333333333333334,-0.7022222222222222,-0.25,0.0625,-0.125,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,27.340573595297826,42.40506381044018,13.18943772415091
1588870586.9527128,3.23,-1.85,9.05,-0.03888888888888889,0.48333333333333334,-0.7022222222222222,-0.1875,-0.0625,-0.0625,328.25,19.1875,11.5625,-0.94378662109375,0.04730224609375,0.18792724609375,-0.26788330078125,26.601907141699197,42.75914443905159,14.13993924504079
1588870586.9598901,3.24,-1.86,9.08,-0.051111111111111114,0.48333333333333334,-0.7022222222222222,-0.125,-0.125,0.0,328.3125,19.1875,11.5625,-0.94384765625,0.04736328125,0.18792724609375,-0.26763916015625,26.601907141699197,42.75914443905159,14.13993924504079
1588870586.9719732,3.26,-1.86,9.05,-0.051111111111111114,0.48333333333333334,-0.7022222222222222,0.0625,-0.125,-0.0625,328.3125,19.1875,11.5625,-0.94384765625,0.04736328125,0.18792724609375,-0.26763916015625,26.74960623211152,43.08257391109686,12.422186501669152
1588870586.9796975,3.24,-1.87,8.98,-0.051111111111111114,0.48333333333333334,-0.7022222222222222,-0.0625,0.125,0.0625,328.3125,19.1875,11.5625,-0.94384765625,0.04736328125,0.18792724609375,-0.26763916015625,26.74960623211152,43.08257391109686,12.422186501669152
1588870586.9923527,3.26,-1.87,9.0,-0.051111111111111114,0.48333333333333334,-0.7022222222222222,0.0625,-0.125,0.0,328.3125,19.1875,11.5625,-0.94384765625,0.04736328125,0.18792724609375,-0.26763916015625,26.455725445898803,46.50333589250033,14.13993924504079
1588870587.00408,3.26,-1.88,9.05,-0.051111111111111114,0.48333333333333334,-0.7022222222222222,-0.1875,-0.0625,0.0,328.3125,19.1875,11.5625,-0.94384765625,0.04736328125,0.18792724609375,-0.26763916015625,26.601907141699197,46.50333589250033,14.13993924504079
1588870587.0108855,3.26,-1.88,9.07,-0.01888888888888889,0.4888888888888889,-0.7155555555555555,-0.125,-0.0625,-0.0625,328.1875,19.1875,11.5625,-0.94354248046875,0.04718017578125,0.18792724609375,-0.2685546875,26.601907141699197,47.78809308314024,14.13993924504079
